5,5,5,5,5,5,5,5,5,5
4,4,4,4,4,4,4,4,4,4
4,4,4,4,4,4,4,4,4,4
0,0,0,0,0,0,0,0,0,0
40,40,40,40,40,40,40,40,40,40
0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00
5,5,5,5,5,5,5,5,5,5
4,4,4,4,4,4,4,4,4,4
4,4,4,4,4,4,4,4,4,4
0,0,0,0,0,0,0,0,0,0
40,40,40,40,40,40,40,40,40,40
0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00
4,4,4,4,4,4,4,4,4,4
3,5,3,3,3,5,3,3,3,3
3,4,3,3,3,4,3,3,3,3
0,1,0,0,0,1,0,0,0,0
9,1,9,9,6,1,9,6,6,6
0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00
4,4,4,4,4,4,4,4,4,4
3,3,3,3,3,3,3,5,3,3
3,3,3,3,3,3,3,4,3,3
0,0,0,0,0,0,0,1,0,0
9,9,6,9,6,9,6,1,6,6
0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00
3,3,3,3,3,3,3,3,3,3
3,2,2,2,3,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2
1,0,0,0,1,0,0,0,0,0
0,1,1,1,0,1,1,1,1,1
0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00
3,3,3,3,3,3,3,3,3,3
3,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2
1,0,0,0,0,0,0,0,0,0
0,1,1,1,1,1,1,1,1,1
0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00
2,2,2,2,2,2,2,2,2,2
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00
2,2,2,2,2,2,2,2,2,2
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,0,1,1
0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0
0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00
1,1,1,1,1,1,1,1,1,1
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00
1,1,1,1,1,1,1,1,1,1
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00